heading,hs_code,code_format,description,duty_rate
84.45,844790009999,84.47.90.00.99.99,,
84.44,844839000000,84.48.39.00.00.00,,
84.44,844820000000,84.48.20.00.00.00,,
84.44,844819000000,84.48.19.00.00.00,,
84.44,844833000000,84.48.33.00.00.00,,
84.44,844811000006,84.48.11.00.00.06,,
84.44,844832000000,84.48.32.00.00.00,,
84.44,844811000001,84.48.11.00.00.01,,
84.44,844811000002,84.48.11.00.00.02,,
84.44,844811000003,84.48.11.00.00.03,,
84.44,844811000004,84.48.11.00.00.04,,
84.44,844811000005,84.48.11.00.00.05,,
84.44,844831000000,84.48.31.00.00.00,,
84.47,844630000000,84.46.30.00.00.00,,
84.47,844712000000,84.47.12.00.00.00,,
84.47,844621000000,84.46.21.00.00.00,,
84.47,844629000000,84.46.29.00.00.00,,
84.47,844711000000,84.47.11.00.00.00,,
84.46,844610000000,84.46.10.00.00.00,,
84.46,844590000000,84.45.90.00.00.00,,
84.46,844842000001,84.48.42.00.00.01,,
84.46,844842000002,84.48.42.00.00.02,,
84.46,844842000003,84.48.42.00.00.03,,
84.46,844849000000,84.48.49.00.00.00,,
84.47,844851000000,84.48.51.00.00.00,,
84.47,844859000000,84.48.59.00.00.00,,
84.49,844900000001,84.49.00.00.00.01,,
84.49,844900000002,84.49.00.00.00.02,,
84.49,844900000003,84.49.00.00.00.03,,
84.49,844900000004,84.49.00.00.00.04,,
84.50,845011000000,84.50.11.00.00.00,,
84.50,845012000000,84.50.12.00.00.00,,
84.50,845019000000,84.50.19.00.00.00,,
84.50,845020000001,84.50.20.00.00.01,,
84.50,845020000002,84.50.20.00.00.02,,
84.50,845090000000,84.50.90.00.00.00,,
84.51,845110000000,84.51.10.00.00.00,,
84.51,845121000000,84.51.21.00.00.00,,
84.51,845129000001,84.51.29.00.00.01,,
84.51,845129000002,84.51.29.00.00.02,,
84.51,845130000000,84.51.30.00.00.00,,
84.51,845140000000,84.51.40.00.00.00,,
84.51,845150000000,84.51.50.00.00.00,,
84.51,845180000000,84.51.80.00.00.00,,
84.51,845190000000,84.51.90.00.00.00,,
84.52,845210000000,84.52.10.00.00.00,,
84.52,845221000000,84.52.21.00.00.00,,
84.52,845229000000,84.52.29.00.00.00,,
84.52,845230000000,84.52.30.00.00.00,,
84.52,845290000001,84.52.90.00.00.01,,
84.52,845290000002,84.52.90.00.00.02,,
84.52,845290000003,84.52.90.00.00.03,,
84.52,845290009999,84.52.90.00.99.99,,
84.53,845310000001,84.53.10.00.00.01,,
84.53,845310000002,84.53.10.00.00.02,,
84.53,845310000003,84.53.10.00.00.03,,
84.53,845310000004,84.53.10.00.00.04,,
84.53,845310000005,84.53.10.00.00.05,,
84.53,845310000006,84.53.10.00.00.06,,
84.53,845320000000,84.53.20.00.00.00,,
84.53,845380000000,84.53.80.00.00.00,,
84.53,845390000000,84.53.90.00.00.00,,
84.54,845410000000,84.54.10.00.00.00,,
84.54,845420000001,84.54.20.00.00.01,,
84.54,845420000002,84.54.20.00.00.02,,
84.54,845430000000,84.54.30.00.00.00,,
84.54,845490000000,84.54.90.00.00.00,,
84.55,845510000000,84.55.10.00.00.00,,
84.55,845521000000,84.55.21.00.00.00,,
84.55,845522000000,84.55.22.00.00.00,,
84.55,845530000000,84.55.30.00.00.00,,
84.55,845590000000,84.55.90.00.00.00,,
84.56,845611000000,84.56.11.00.00.00,,
84.56,845612000000,84.56.12.00.00.00,,
84.56,845620000000,84.56.20.00.00.00,,
84.56,845630000000,84.56.30.00.00.00,,
84.56,845640000000,84.56.40.00.00.00,,
84.56,845650000000,84.56.50.00.00.00,,
84.56,845690000001,84.56.90.00.00.01,,
84.56,845690000002,84.56.90.00.00.02,,
84.56,845690000003,84.56.90.00.00.03,,
84.56,845690000004,84.56.90.00.00.04,,
84.56,845690009999,84.56.90.00.99.99,,
84.57,845710000000,84.57.10.00.00.00,,
84.61,845811000000,84.58.11.00.00.00,,
84.61,845819000000,84.58.19.00.00.00,,
84.61,845891000000,84.58.91.00.00.00,,
84.61,845899000000,84.58.99.00.00.00,,
84.59,845910000000,84.59.10.00.00.00,,
84.59,845921000000,84.59.21.00.00.00,,
84.59,845929000000,84.59.29.00.00.00,,
84.59,845931000000,84.59.31.00.00.00,,
84.59,845939000000,84.59.39.00.00.00,,
84.59,845941000000,84.59.41.00.00.00,,
84.59,845949000000,84.59.49.00.00.00,,
84.59,845951000000,84.59.51.00.00.00,,
84.59,845959000000,84.59.59.00.00.00,,
84.59,845961000000,84.59.61.00.00.00,,
84.59,845969000000,84.59.69.00.00.00,,
84.59,845970000001,84.59.70.00.00.01,,
84.59,845970000002,84.59.70.00.00.02,,
84.60,846012000000,84.60.12.00.00.00,,
84.60,846019000000,84.60.19.00.00.00,,
84.60,846022000000,84.60.22.00.00.00,,
84.60,846023000000,84.60.23.00.00.00,,
84.60,846024000000,84.60.24.00.00.00,,
84.60,846029000000,84.60.29.00.00.00,,
84.60,846031000000,84.60.31.00.00.00,,
84.60,846039000000,84.60.39.00.00.00,,
84.60,846040000001,84.60.40.00.00.01,,
84.60,846040000002,84.60.40.00.00.02,,
84.60,846090000000,84.60.90.00.00.00,,
84.61,846120000000,84.61.20.00.00.00,,
84.61,846130000000,84.61.30.00.00.00,,
84.58,845720000000,84.57.20.00.00.00,,
84.58,845730000000,84.57.30.00.00.00,,
84.58,846140000001,84.61.40.00.00.01,,
84.58,846140000002,84.61.40.00.00.02,,
84.58,846140000003,84.61.40.00.00.03,,
84.58,846150000001,84.61.50.00.00.01,,
84.58,846150000002,84.61.50.00.00.02,,
84.58,846190000000,84.61.90.00.00.00,,
84.62,846211000000,84.62.11.00.00.00,,
84.62,846219000000,84.62.19.00.00.00,,
84.62,846222000000,84.62.22.00.00.00,,
84.62,846223000000,84.62.23.00.00.00,,
84.62,846224000000,84.62.24.00.00.00,,
84.62,846225000000,84.62.25.00.00.00,,
84.62,846226000000,84.62.26.00.00.00,,
84.62,846229000000,84.62.29.00.00.00,,
84.62,846232000000,84.62.32.00.00.00,,
84.62,846233000000,84.62.33.00.00.00,,
84.62,846239000000,84.62.39.00.00.00,,
84.62,846242000000,84.62.42.00.00.00,,
84.62,846249000000,84.62.49.00.00.00,,
84.62,846251000000,84.62.51.00.00.00,,
84.62,846259000000,84.62.59.00.00.00,,
84.62,846261000000,84.62.61.00.00.00,,
84.62,846262000000,84.62.62.00.00.00,,
84.62,846263000000,84.62.63.00.00.00,,
84.62,846269000000,84.62.69.00.00.00,,
84.62,846290000000,84.62.90.00.00.00,,
84.63,846310000001,84.63.10.00.00.01,,
84.63,846310000002,84.63.10.00.00.02,,
84.63,846310000003,84.63.10.00.00.03,,
84.63,846310009999,84.63.10.00.99.99,,
84.63,846320000000,84.63.20.00.00.00,,
84.63,846330000000,84.63.30.00.00.00,,
84.63,846390000000,84.63.90.00.00.00,,
84.64,846410000000,84.64.10.00.00.00,,
84.64,846420000001,84.64.20.00.00.01,,
84.64,846420000002,84.64.20.00.00.02,,
84.64,846490000000,84.64.90.00.00.00,,
84.65,846510000000,84.65.10.00.00.00,,
84.65,846520000000,84.65.20.00.00.00,,
84.65,846591000000,84.65.91.00.00.00,,
84.65,846592000001,84.65.92.00.00.01,,
84.65,846592000002,84.65.92.00.00.02,,
84.65,846592000003,84.65.92.00.00.03,,
84.65,846593000001,84.65.93.00.00.01,,
84.65,846593000002,84.65.93.00.00.02,,
84.65,846593000003,84.65.93.00.00.03,,
84.65,846594000001,84.65.94.00.00.01,,
84.65,846594000002,84.65.94.00.00.02,,
84.65,846594000003,84.65.94.00.00.03,,
84.65,846595000001,84.65.95.00.00.01,,
84.65,846595000002,84.65.95.00.00.02,,
84.65,846596000001,84.65.96.00.00.01,,
84.65,846596000002,84.65.96.00.00.02,,
84.65,846596000003,84.65.96.00.00.03,,
84.65,846599000000,84.65.99.00.00.00,,
84.66,846610000000,84.66.10.00.00.00,,
84.66,846620000000,84.66.20.00.00.00,,
84.66,846630000000,84.66.30.00.00.00,,
84.64,846691000000,84.66.91.00.00.00,,
84.64,846692000000,84.66.92.00.00.00,,
84.61,846693000001,84.66.93.00.00.01,,
84.61,846693000002,84.66.93.00.00.02,,
84.61,846693000003,84.66.93.00.00.03,,
84.61,846693000004,84.66.93.00.00.04,,
84.61,846693000005,84.66.93.00.00.05,,
84.61,846693000006,84.66.93.00.00.06,,
84.63,846694000001,84.66.94.00.00.01,,
84.63,846694000002,84.66.94.00.00.02,,
84.67,846711000000,84.67.11.00.00.00,,
84.67,846719100001,84.67.19.10.00.01,,
84.67,846719100002,84.67.19.10.00.02,,
84.67,846719100003,84.67.19.10.00.03,,
84.67,846719200000,84.67.19.20.00.00,,
84.67,846719300000,84.67.19.30.00.00,,
84.67,846719400000,84.67.19.40.00.00,,
84.68,846810000000,84.68.10.00.00.00,,
84.68,846820000000,84.68.20.00.00.00,,
84.68,846880000000,84.68.80.00.00.00,,
84.68,846890000000,84.68.90.00.00.00,,
84.70,847090100000,84.70.90.10.00.00,,
84.70,847090200000,84.70.90.20.00.00,,
84.70,847090900000,84.70.90.90.00.00,,
84.71,847130000002,84.71.30.00.00.02,,
84.71,847130000003,84.71.30.00.00.03,,
84.71,847130009999,84.71.30.00.99.99,,
84.71,847141100000,84.71.41.10.00.00,,
84.71,847141900000,84.71.41.90.00.00,,
84.71,847149000000,84.71.49.00.00.00,,
71.41,847150000000,84.71.50.00.00.00,,
71.41,846791000000,84.67.91.00.00.00,,
71.41,846792000000,84.67.92.00.00.00,,
71.41,846799000000,84.67.99.00.00.00,,
71.41,847050009999,84.70.50.00.99.99,,
71.41,846781000000,84.67.81.00.00.00,,
71.41,846789000000,84.67.89.00.00.00,,
71.41,846721000000,84.67.21.00.00.00,,
71.41,846722000000,84.67.22.00.00.00,,
71.41,846729000000,84.67.29.00.00.00,,
71.41,847050000001,84.70.50.00.00.01,,
71.41,846719900000,84.67.19.90.00.00,,
71.41,847021000000,84.70.21.00.00.00,,
71.41,847029000000,84.70.29.00.00.00,,
71.41,847030000000,84.70.30.00.00.00,,
71.41,846719800000,84.67.19.80.00.00,,
71.41,847010000000,84.70.10.00.00.00,,
71.41,846719600000,84.67.19.60.00.00,,
71.41,846719700000,84.67.19.70.00.00,,
71.41,846719500000,84.67.19.50.00.00,,
71.41,847160000001,84.71.60.00.00.01,,
71.41,847160000002,84.71.60.00.00.02,,
71.41,847160000003,84.71.60.00.00.03,,
71.41,847160009999,84.71.60.00.99.99,,
71.41,847170000000,84.71.70.00.00.00,,
71.41,847180000000,84.71.80.00.00.00,,
71.41,847190000001,84.71.90.00.00.01,,
71.41,847190000002,84.71.90.00.00.02,,
71.41,847190009999,84.71.90.00.99.99,,
84.72,847210000000,84.72.10.00.00.00,,
84.70,847230000001,84.72.30.00.00.01,,
84.70,847230000002,84.72.30.00.00.02,,
84.70,847230000003,84.72.30.00.00.03,,
84.70,847230000004,84.72.30.00.00.04,,
84.70,847230000005,84.72.30.00.00.05,,
84.70,847230000006,84.72.30.00.00.06,,
84.70,847230000007,84.72.30.00.00.07,,
84.70,847230000008,84.72.30.00.00.08,,
84.70,847290100000,84.72.90.10.00.00,,
84.70,847290200000,84.72.90.20.00.00,,
84.70,847290300000,84.72.90.30.00.00,,
84.70,847290400000,84.72.90.40.00.00,,
84.70,847290500000,84.72.90.50.00.00,,
84.70,847290600000,84.72.90.60.00.00,,
84.70,847290700000,84.72.90.70.00.00,,
84.70,847290800000,84.72.90.80.00.00,,
84.70,847290900001,84.72.90.90.00.01,,
84.70,847290900002,84.72.90.90.00.02,,
84.70,847290900003,84.72.90.90.00.03,,
84.70,847290909999,84.72.90.90.99.99,,
84.70,847321000000,84.73.21.00.00.00,,
84.70,847329000000,84.73.29.00.00.00,,
84.71,847330000001,84.73.30.00.00.01,,
84.71,847330009999,84.73.30.00.99.99,,
84.72,847340000000,84.73.40.00.00.00,,
84.72,847350000000,84.73.50.00.00.00,,
84.74,847410000001,84.74.10.00.00.01,,
84.74,847410000002,84.74.10.00.00.02,,
84.74,847410000003,84.74.10.00.00.03,,
84.74,847410000004,84.74.10.00.00.04,,
84.74,847420000000,84.74.20.00.00.00,,
84.74,847432000000,84.74.32.00.00.00,,
84.74,847439000000,84.74.39.00.00.00,,
84.74,847480000001,84.74.80.00.00.01,,
84.74,847480000002,84.74.80.00.00.02,,
84.74,847480000003,84.74.80.00.00.03,,
84.74,847480000004,84.74.80.00.00.04,,
84.74,847490000000,84.74.90.00.00.00,,
84.74,847431000001,84.74.31.00.00.01,,
84.74,847431000002,84.74.31.00.00.02,,
84.75,847510000001,84.75.10.00.00.01,,
84.75,847510000002,84.75.10.00.00.02,,
84.75,847510000003,84.75.10.00.00.03,,
84.75,847510000004,84.75.10.00.00.04,,
84.75,847521000000,84.75.21.00.00.00,,
84.75,847529000001,84.75.29.00.00.01,,
84.75,847529000002,84.75.29.00.00.02,,
84.75,847529000003,84.75.29.00.00.03,,
84.75,847529000004,84.75.29.00.00.04,,
84.75,847529009999,84.75.29.00.99.99,,
84.75,847590000000,84.75.90.00.00.00,,
84.76,847621000001,84.76.21.00.00.01,,
84.76,847621000002,84.76.21.00.00.02,,
84.76,847629000000,84.76.29.00.00.00,,
84.76,847681000001,84.76.81.00.00.01,,
84.76,847681009999,84.76.81.00.99.99,,
84.76,847689000001,84.76.89.00.00.01,,
84.76,847689000002,84.76.89.00.00.02,,
84.76,847689000003,84.76.89.00.00.03,,
84.76,847689009999,84.76.89.00.99.99,,
84.76,847690000000,84.76.90.00.00.00,,
84.77,847710000000,84.77.10.00.00.00,,
84.77,847720000000,84.77.20.00.00.00,,
84.77,847730000000,84.77.30.00.00.00,,
84.77,847740000001,84.77.40.00.00.01,,
84.77,847740000002,84.77.40.00.00.02,,
84.77,847751000001,84.77.51.00.00.01,,
84.77,847751000002,84.77.51.00.00.02,,
84.77,847759000000,84.77.59.00.00.00,,
84.77,847780000001,84.77.80.00.00.01,,
84.77,847780000002,84.77.80.00.00.02,,
84.77,847780000003,84.77.80.00.00.03,,
84.77,847780000004,84.77.80.00.00.04,,
84.77,847780009999,84.77.80.00.99.99,,
84.77,847790000000,84.77.90.00.00.00,,
84.78,847810000000,84.78.10.00.00.00,,
84.78,847890000000,84.78.90.00.00.00,,
84.79,847910100000,84.79.10.10.00.00,,
84.79,847910200001,84.79.10.20.00.01,,
84.79,847910200002,84.79.10.20.00.02,,
84.79,847910300000,84.79.10.30.00.00,,
84.79,847910900001,84.79.10.90.00.01,,
84.79,847910909999,84.79.10.90.99.99,,
84.79,847920000001,84.79.20.00.00.01,,
84.79,847920000002,84.79.20.00.00.02,,
84.79,847920000003,84.79.20.00.00.03,,
84.79,847920000004,84.79.20.00.00.04,,
84.79,847930000000,84.79.30.00.00.00,,
84.79,847940000000,84.79.40.00.00.00,,
84.79,847950000000,84.79.50.00.00.00,,
84.79,847960000000,84.79.60.00.00.00,,
84.79,847971000000,84.79.71.00.00.00,,
84.79,847979000000,84.79.79.00.00.00,,
84.79,847981000000,84.79.81.00.00.00,,
84.79,847982000001,84.79.82.00.00.01,,
84.79,847982000002,84.79.82.00.00.02,,
84.79,847982000003,84.79.82.00.00.03,,
84.79,847982000004,84.79.82.00.00.04,,
84.79,847983000000,84.79.83.00.00.00,,
84.79,847989200000,84.79.89.20.00.00,,
84.79,847989300000,84.79.89.30.00.00,,
85.09,847989100000,84.79.89.10.00.00,,
85.09,847989400001,84.79.89.40.00.01,,
85.09,847989400002,84.79.89.40.00.02,,
85.09,847989500000,84.79.89.50.00.00,,
85.08,847989600000,84.79.89.60.00.00,,
85.08,847989700000,84.79.89.70.00.00,,
85.08,847989910000,84.79.89.91.00.00,,
85.08,847989920000,84.79.89.92.00.00,,
85.08,847989930000,84.79.89.93.00.00,,
85.08,847989940000,84.79.89.94.00.00,,
85.08,847989990001,84.79.89.99.00.01,,
85.08,847989990002,84.79.89.99.00.02,,
85.08,847989990003,84.79.89.99.00.03,,
85.08,847989990004,84.79.89.99.00.04,,
85.08,847989990005,84.79.89.99.00.05,,
84.67,847989990006,84.79.89.99.00.06,,
84.67,847989990007,84.79.89.99.00.07,,
84.67,847989990008,84.79.89.99.00.08,,
84.67,847989990009,84.79.89.99.00.09,,
84.67,847989990010,84.79.89.99.00.10,,
84.67,847989999999,84.79.89.99.99.99,,
84.67,847989800000,84.79.89.80.00.00,,
84.67,847990000001,84.79.90.00.00.01,,
84.67,847990009999,84.79.90.00.99.99,,
84.80,848010000000,84.80.10.00.00.00,,
84.80,848020000000,84.80.20.00.00.00,,
84.80,848030100000,84.80.30.10.00.00,,
84.80,848030900001,84.80.30.90.00.01,,
84.80,848030900002,84.80.30.90.00.02,,
84.80,848030900003,84.80.30.90.00.03,,
84.80,848030909999,84.80.30.90.99.99,,
84.80,848041000000,84.80.41.00.00.00,,
84.80,848049000000,84.80.49.00.00.00,,
84.80,848050000000,84.80.50.00.00.00,,
84.80,848060000000,84.80.60.00.00.00,,
84.80,848071000000,84.80.71.00.00.00,,
84.80,848079000000,84.80.79.00.00.00,,
84.81,848110000000,84.81.10.00.00.00,,
84.81,848120000000,84.81.20.00.00.00,,
84.81,848130000000,84.81.30.00.00.00,,
84.81,848140000000,84.81.40.00.00.00,,
84.81,848180600000,84.81.80.60.00.00,,
84.81,848180700000,84.81.80.70.00.00,,
84.81,848180100000,84.81.80.10.00.00,,
84.81,848180200000,84.81.80.20.00.00,,
84.81,848180300000,84.81.80.30.00.00,,
84.81,848180400000,84.81.80.40.00.00,,
84.81,848180500000,84.81.80.50.00.00,,
84.81,848180800000,84.81.80.80.00.00,,
84.81,848180900001,84.81.80.90.00.01,,
84.81,848180900002,84.81.80.90.00.02,,
84.81,848180909999,84.81.80.90.99.99,,
84.81,848190000001,84.81.90.00.00.01,,
84.81,848190009999,84.81.90.00.99.99,,
84.82,848210000000,84.82.10.00.00.00,,
84.82,848220000000,84.82.20.00.00.00,,
84.82,848230000000,84.82.30.00.00.00,,
84.82,848240000000,84.82.40.00.00.00,,
84.82,848250000000,84.82.50.00.00.00,,
84.82,848280000000,84.82.80.00.00.00,,
84.82,848291000000,84.82.91.00.00.00,,
84.82,848299000000,84.82.99.00.00.00,,
84.83,848310000001,84.83.10.00.00.01,,
84.83,848310000002,84.83.10.00.00.02,,
84.83,848320000000,84.83.20.00.00.00,,
84.83,848330000000,84.83.30.00.00.00,,
84.83,848340000001,84.83.40.00.00.01,,
84.83,848340000002,84.83.40.00.00.02,,
84.83,848340000003,84.83.40.00.00.03,,
84.83,848340000004,84.83.40.00.00.04,,
84.83,848340000005,84.83.40.00.00.05,,
84.83,848340000006,84.83.40.00.00.06,,
84.83,848340009999,84.83.40.00.99.99,,
84.83,848350000000,84.83.50.00.00.00,,
84.83,848360000000,84.83.60.00.00.00,,
84.83,848390000001,84.83.90.00.00.01,,
84.83,848390000002,84.83.90.00.00.02,,
84.83,848390000003,84.83.90.00.00.03,,
84.83,848390000004,84.83.90.00.00.04,,
84.84,848410000000,84.84.10.00.00.00,,
84.84,848420000000,84.84.20.00.00.00,,
84.84,848490000000,84.84.90.00.00.00,,
84.85,848510000000,84.85.10.00.00.00,,
84.85,848520000000,84.85.20.00.00.00,,
84.85,848530000000,84.85.30.00.00.00,,
84.85,848580000000,84.85.80.00.00.00,,
84.85,848590000000,84.85.90.00.00.00,,
84.86,848610100000,84.86.10.10.00.00,,
84.86,848610200000,84.86.10.20.00.00,,
84.86,848610300000,84.86.10.30.00.00,,
84.86,848610400000,84.86.10.40.00.00,,
84.86,848610900000,84.86.10.90.00.00,,
84.86,848620100000,84.86.20.10.00.00,,
84.86,848620200000,84.86.20.20.00.00,,
84.86,848620300000,84.86.20.30.00.00,,
84.86,848620400000,84.86.20.40.00.00,,
84.86,848620500000,84.86.20.50.00.00,,
84.86,848620600001,84.86.20.60.00.01,,
84.86,848620600002,84.86.20.60.00.02,,
84.86,848620600003,84.86.20.60.00.03,,
84.86,848620700000,84.86.20.70.00.00,,
84.86,848620900000,84.86.20.90.00.00,,
84.86,848630100002,84.86.30.10.00.02,,
84.86,848630900000,84.86.30.90.00.00,,
84.86,848640100000,84.86.40.10.00.00,,
84.86,848640200000,84.86.40.20.00.00,,
84.86,848640300000,84.86.40.30.00.00,,
84.86,848630100001,84.86.30.10.00.01,,
84.86,848640910000,84.86.40.91.00.00,,
84.86,848640920000,84.86.40.92.00.00,,
84.86,848640990000,84.86.40.99.00.00,,
84.86,848690100000,84.86.90.10.00.00,,
84.86,848690200000,84.86.90.20.00.00,,
84.86,848690300000,84.86.90.30.00.00,,
84.86,848690400000,84.86.90.40.00.00,,
84.86,848690900000,84.86.90.90.00.00,,
84.87,848710000001,84.87.10.00.00.01,,
84.87,848710000002,84.87.10.00.00.02,,
84.87,848710000003,84.87.10.00.00.03,,
84.87,848790000000,84.87.90.00.00.00,,
49.11,850110000001,85.01.10.00.00.01,,
49.11,850110000002,85.01.10.00.00.02,,
49.11,850120000001,85.01.20.00.00.01,,
49.11,850120009999,85.01.20.00.99.99,,
49.11,850131000000,85.01.31.00.00.00,,
49.11,850132000000,85.01.32.00.00.00,,
49.11,850133000000,85.01.33.00.00.00,,
49.11,850134000000,85.01.34.00.00.00,,
49.11,850140000000,85.01.40.00.00.00,,
49.11,850151000000,85.01.51.00.00.00,,
49.11,850152100000,85.01.52.10.00.00,,
49.11,850152900000,85.01.52.90.00.00,,
49.11,850153110000,85.01.53.11.00.00,,
49.11,850153190000,85.01.53.19.00.00,,
49.11,850153210000,85.01.53.21.00.00,,
49.11,850153290000,85.01.53.29.00.00,,
49.11,850161000000,85.01.61.00.00.00,,
49.11,850162000000,85.01.62.00.00.00,,
49.11,850163000000,85.01.63.00.00.00,,
49.11,850164000000,85.01.64.00.00.00,,
49.11,850171000000,85.01.71.00.00.00,,
49.11,850172000000,85.01.72.00.00.00,,
49.11,850180000000,85.01.80.00.00.00,,
85.02,850211000000,85.02.11.00.00.00,,
85.02,850220000000,85.02.20.00.00.00,,
85.01,850212000000,85.02.12.00.00.00,,
85.01,850213000000,85.02.13.00.00.00,,
85.01,850231000000,85.02.31.00.00.00,,
85.01,850239000000,85.02.39.00.00.00,,
85.01,850240000001,85.02.40.00.00.01,,
85.01,850240000002,85.02.40.00.00.02,,
85.01,850240000003,85.02.40.00.00.03,,
85.01,850240009999,85.02.40.00.99.99,,
85.03,850300000001,85.03.00.00.00.01,,
85.03,850300000002,85.03.00.00.00.02,,
85.03,850300000003,85.03.00.00.00.03,,
85.03,850300000004,85.03.00.00.00.04,,
85.03,850300000005,85.03.00.00.00.05,,
85.03,850300009999,85.03.00.00.99.99,,
85.04,850410000000,85.04.10.00.00.00,,
85.04,850421000000,85.04.21.00.00.00,,
85.04,850422000000,85.04.22.00.00.00,,
85.04,850423000000,85.04.23.00.00.00,,
85.04,850431000000,85.04.31.00.00.00,,
85.04,850432000000,85.04.32.00.00.00,,
85.04,850433000000,85.04.33.00.00.00,,
85.04,850434000000,85.04.34.00.00.00,,
85.04,850440110000,85.04.40.11.00.00,,
85.04,850440120000,85.04.40.12.00.00,,
85.04,850440130000,85.04.40.13.00.00,,
85.04,850440140000,85.04.40.14.00.00,,
85.04,850440190000,85.04.40.19.00.00,,
85.04,850440900002,85.04.40.90.00.02,,
85.04,850440900003,85.04.40.90.00.03,,
85.04,850440909999,85.04.40.90.99.99,,
85.04,850450100000,85.04.50.10.00.00,,
85.04,850450900000,85.04.50.90.00.00,,
85.04,850490000000,85.04.90.00.00.00,,
85.05,850519900000,85.05.19.90.00.00,,
85.05,850520000000,85.05.20.00.00.00,,
85.05,850590000000,85.05.90.00.00.00,,
85.05,850511100000,85.05.11.10.00.00,,
85.05,850511900000,85.05.11.90.00.00,,
85.05,850519100000,85.05.19.10.00.00,,
85.06,850610100000,85.06.10.10.00.00,,
85.06,850610900000,85.06.10.90.00.00,,
85.06,850630100000,85.06.30.10.00.00,,
85.06,850630900000,85.06.30.90.00.00,,
85.06,850640100000,85.06.40.10.00.00,,
85.06,850640900000,85.06.40.90.00.00,,
85.06,850650100000,85.06.50.10.00.00,,
85.06,850650900000,85.06.50.90.00.00,,
85.06,850660100000,85.06.60.10.00.00,,
85.06,850660900000,85.06.60.90.00.00,,
85.06,850680900000,85.06.80.90.00.00,,
85.06,850690000000,85.06.90.00.00.00,,
85.07,850710000002,85.07.10.00.00.02,,
85.07,850710000010,85.07.10.00.00.10,,
85.07,850710000011,85.07.10.00.00.11,,
85.07,850710000012,85.07.10.00.00.12,,
85.07,850710000013,85.07.10.00.00.13,,
85.07,850710000003,85.07.10.00.00.03,,
85.07,850710000004,85.07.10.00.00.04,,
85.07,850710000005,85.07.10.00.00.05,,
85.07,850710000006,85.07.10.00.00.06,,
85.07,850710000007,85.07.10.00.00.07,,
85.07,850710000008,85.07.10.00.00.08,,
85.07,850710000009,85.07.10.00.00.09,,
85.07,850710000014,85.07.10.00.00.14,,
85.07,850710000901,85.07.10.00.09.01,,
85.07,850710000902,85.07.10.00.09.02,,
85.08,850710000903,85.07.10.00.09.03,,
85.08,850710000904,85.07.10.00.09.04,,
85.08,850710000905,85.07.10.00.09.05,,
85.08,850710000906,85.07.10.00.09.06,,
85.08,850710000907,85.07.10.00.09.07,,
85.08,850710000908,85.07.10.00.09.08,,
85.08,850710000909,85.07.10.00.09.09,,
85.08,850710000910,85.07.10.00.09.10,,
85.08,850710000911,85.07.10.00.09.11,,
85.08,850710000912,85.07.10.00.09.12,,
85.08,850710000913,85.07.10.00.09.13,,
85.08,850710000914,85.07.10.00.09.14,,
85.08,850710009999,85.07.10.00.99.99,,
85.08,850720000000,85.07.20.00.00.00,,
85.08,850730000000,85.07.30.00.00.00,,
85.08,850750000000,85.07.50.00.00.00,,
85.08,850760000003,85.07.60.00.00.03,,
85.08,850760009999,85.07.60.00.99.99,,
85.08,850780000000,85.07.80.00.00.00,,
85.08,850790000002,85.07.90.00.00.02,,
85.08,850790009999,85.07.90.00.99.99,,
85.08,850760000001,85.07.60.00.00.01,,
85.08,850760000002,85.07.60.00.00.02,,
85.08,850790000001,85.07.90.00.00.01,,
85.08,850811000000,85.08.11.00.00.00,,
85.08,850819100000,85.08.19.10.00.00,,
85.08,850819200000,85.08.19.20.00.00,,
85.08,850819900000,85.08.19.90.00.00,,
85.08,850860000000,85.08.60.00.00.00,,
85.08,850870000000,85.08.70.00.00.00,,
85.09,850940000001,85.09.40.00.00.01,,
85.09,850940000002,85.09.40.00.00.02,,
85.09,850940000003,85.09.40.00.00.03,,
85.09,850940000004,85.09.40.00.00.04,,
85.09,850980100001,85.09.80.10.00.01,,
85.09,850980100002,85.09.80.10.00.02,,
85.09,850980200001,85.09.80.20.00.01,,
85.09,850980200002,85.09.80.20.00.02,,
85.09,850980200003,85.09.80.20.00.03,,
85.09,850980200004,85.09.80.20.00.04,,
85.09,850980200005,85.09.80.20.00.05,,
85.09,850980300000,85.09.80.30.00.00,,
85.09,850980400000,85.09.80.40.00.00,,
85.09,850980900002,85.09.80.90.00.02,,
85.09,850980900007,85.09.80.90.00.07,,
85.09,850980900008,85.09.80.90.00.08,,
85.09,850980909999,85.09.80.90.99.99,,
85.09,850990000001,85.09.90.00.00.01,,
85.09,850990009999,85.09.90.00.99.99,,
85.09,851140000000,85.11.40.00.00.00,,
85.09,851150000000,85.11.50.00.00.00,,
85.09,851110000000,85.11.10.00.00.00,,
85.11,851120000001,85.11.20.00.00.01,,
85.11,851120000002,85.11.20.00.00.02,,
85.11,851120000003,85.11.20.00.00.03,,
85.11,851090000001,85.10.90.00.00.01,,
85.11,851090000002,85.10.90.00.00.02,,
85.11,851090000003,85.10.90.00.00.03,,
85.11,851090009999,85.10.90.00.99.99,,
85.11,851010000000,85.10.10.00.00.00,,
85.11,851020000000,85.10.20.00.00.00,,
